term_id,term_name,methods_tested,methods_significant,significant_fraction,wilcoxon_tested,gprofiler_tested,wilcoxon_gene_set_size,wilcoxon_effect_difference,wilcoxon_p_value,wilcoxon_adjusted_p_value,wilcoxon_significant,gprofiler_term_size,gprofiler_intersection_size,gprofiler_p_value,gprofiler_significant
GO:0008360,regulation of cell shape,1,0,0.0,True,False,17.0,-0.0116193172131644,0.1527673431039323,0.3097866599721887,False,,,,
GO:0006863,purine nucleobase transport,1,0,0.0,True,False,21.0,-0.0031897750444821,0.1545440007541145,0.3121482787508847,False,,,,
GO:0009308,amine metabolic process,2,0,0.0,True,True,10.0,-0.0300281773175419,0.1544700649077915,0.3121482787508847,False,93.0,3.0,0.4868092199136812,False
GO:0050793,regulation of developmental process,2,0,0.0,True,True,20.0,0.0158409115470227,0.1552616143869144,0.3129779578550449,False,697.0,16.0,0.3792487209398357,False
GO:0048193,Golgi vesicle transport,1,0,0.0,True,False,13.0,0.0235632240583661,0.1561573027982351,0.3141626210142008,False,,,,
GO:0006597,spermine biosynthetic process,1,0,0.0,False,True,,,,,,6.0,1.0,0.3157013094313516,False
GO:0009968,negative regulation of signal transduction,1,0,0.0,False,True,,,,,,102.0,4.0,0.3157013094313516,False
GO:0042447,hormone catabolic process,1,0,0.0,False,True,,,,,,6.0,1.0,0.3157013094313516,False
GO:0048577,"negative regulation of short-day photoperiodism, flowering",1,0,0.0,False,True,,,,,,6.0,1.0,0.3157013094313516,False
GO:0071475,cellular hyperosmotic salinity response,1,0,0.0,False,True,,,,,,6.0,1.0,0.3157013094313516,False
GO:0080024,indolebutyric acid metabolic process,1,0,0.0,False,True,,,,,,6.0,1.0,0.3157013094313516,False
GO:0009767,photosynthetic electron transport chain,1,0,0.0,True,False,17.0,-0.0092663475476639,0.1576576132121301,0.3165566249534896,False,,,,
GO:0002229,defense response to oomycetes,1,0,0.0,True,False,75.0,-0.0027240069480803,0.1591811421479584,0.3187316598116382,False,,,,
GO:0010205,photoinhibition,1,0,0.0,True,False,11.0,-0.0173544894396694,0.159431076684592,0.3187316598116382,False,,,,
GO:0070585,protein localization to mitochondrion,1,0,0.0,True,False,16.0,0.02921996515547,0.1596783119252423,0.3187316598116382,False,,,,
GO:0046470,phosphatidylcholine metabolic process,1,0,0.0,True,False,11.0,-0.0128002982563796,0.1604114151035336,0.3195696160265709,False,,,,
GO:0009311,oligosaccharide metabolic process,1,0,0.0,False,True,,,,,,65.0,3.0,0.3196238630848991,False
GO:0010648,negative regulation of cell communication,1,0,0.0,False,True,,,,,,103.0,4.0,0.3196238630848991,False
GO:0023057,negative regulation of signaling,1,0,0.0,False,True,,,,,,103.0,4.0,0.3196238630848991,False
GO:0009649,entrainment of circadian clock,1,0,0.0,True,False,13.0,-0.0242552334562069,0.162191655295256,0.321537846211451,False,,,,
GO:0045487,gibberellin catabolic process,1,0,0.0,True,False,11.0,-0.0253924909272352,0.1622496734558532,0.321537846211451,False,,,,
GO:1902326,positive regulation of chlorophyll biosynthetic process,1,0,0.0,True,False,10.0,-0.0273987642451353,0.1623450890185267,0.321537846211451,False,,,,
GO:0009231,riboflavin biosynthetic process,1,0,0.0,True,False,11.0,0.0212609563340306,0.163800186174123,0.3232969843630909,False,,,,
GO:0045332,phospholipid translocation,1,0,0.0,True,False,17.0,0.0217049077261241,0.1638671969761941,0.3232969843630909,False,,,,
GO:0006545,glycine biosynthetic process,1,0,0.0,True,False,11.0,-0.0307813209690048,0.1644961490996977,0.3239113360650419,False,,,,
GO:0090333,regulation of stomatal closure,2,0,0.0,True,True,44.0,-0.0113631143194952,0.1653108385822393,0.3248883532830138,False,39.0,1.0,0.7130279968635349,False
GO:0048767,root hair elongation,1,0,0.0,True,False,59.0,-0.021342119813221,0.1659297602563912,0.3254776066567675,False,,,,
GO:1901698,response to nitrogen compound,1,0,0.0,False,True,,,,,,104.0,4.0,0.3271089505624993,False
GO:0010038,response to metal ion,2,0,0.0,True,True,22.0,-0.0116690058949241,0.1682642658040997,0.3287922435252523,False,206.0,1.0,0.9999999213864,False
GO:0046654,tetrahydrofolate biosynthetic process,1,0,0.0,True,False,12.0,-0.0095448868730381,0.1680098723468681,0.3287922435252523,False,,,,
GO:0045087,innate immune response,2,0,0.0,True,True,68.0,0.0059972708497075,0.1700696220230415,0.3316845400831785,False,238.0,5.0,0.6331113857531965,False
GO:0010197,polar nucleus fusion,1,0,0.0,True,False,30.0,0.0032146079544307,0.1713860769071521,0.3336141191704107,False,,,,
GO:0019827,stem cell population maintenance,1,0,0.0,True,False,11.0,0.0248279696791024,0.1719641033991469,0.3341016866040569,False,,,,
GO:0009411,response to UV,2,0,0.0,True,True,30.0,0.0061200689459224,0.6211234400392676,0.76700473225188,False,108.0,4.0,0.3365236545195714,False
GO:0010106,cellular response to iron ion starvation,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0010258,NADH dehydrogenase complex (plastoquinone) assembly,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0010453,regulation of cell fate commitment,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0015886,heme transport,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0016119,carotene metabolic process,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0034614,cellular response to reactive oxygen species,1,0,0.0,False,True,,,,,,34.0,2.0,0.3365236545195714,False
GO:0043455,regulation of secondary metabolic process,1,0,0.0,False,True,,,,,,34.0,2.0,0.3365236545195714,False
GO:0046864,isoprenoid transport,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0046865,terpenoid transport,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0048439,flower morphogenesis,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0050794,regulation of cellular process,1,0,0.0,False,True,,,,,,3835.0,75.0,0.3365236545195714,False
GO:0051055,negative regulation of lipid biosynthetic process,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0051289,protein homotetramerization,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0070301,cellular response to hydrogen peroxide,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:0071474,cellular hyperosmotic response,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:1900367,positive regulation of defense response to insect,1,0,0.0,False,True,,,,,,7.0,1.0,0.3365236545195714,False
GO:1902679,negative regulation of RNA biosynthetic process,1,0,0.0,False,True,,,,,,192.0,6.0,0.3365236545195714,False
GO:0048638,regulation of developmental growth,1,0,0.0,False,True,,,,,,151.0,5.0,0.3418735319524454,False
GO:0007163,establishment or maintenance of cell polarity,1,0,0.0,True,False,13.0,-0.0427235181621588,0.1777150295712792,0.3422123027857644,False,,,,
GO:0009970,cellular response to sulfate starvation,2,0,0.0,True,True,13.0,0.0618911755359444,0.1779927122383526,0.3422123027857644,False,14.0,1.0,0.4868092199136812,False
GO:0045036,protein targeting to chloroplast,2,0,0.0,True,True,22.0,0.01316620952117,0.176849464550611,0.3422123027857644,False,18.0,1.0,0.5288713402222597,False
GO:0045489,pectin biosynthetic process,1,0,0.0,True,False,43.0,-0.0181618768826922,0.1772244063022123,0.3422123027857644,False,,,,
GO:0015908,fatty acid transport,1,0,0.0,True,False,12.0,0.0242627190161777,0.180470806230103,0.3460154555539569,False,,,,
GO:0010118,stomatal movement,2,0,0.0,True,True,36.0,-0.0058718530531022,0.1812084591627313,0.3461285175018463,False,151.0,2.0,0.8930074511640962,False
GO:0034314,Arp2/3 complex-mediated actin nucleation,1,0,0.0,True,False,10.0,-0.00654360810492,0.1810248996781854,0.3461285175018463,False,,,,
GO:0009625,response to insect,2,0,0.0,True,True,71.0,0.0009780864859556,0.2731636066882934,0.4552726778138224,False,35.0,2.0,0.3467336253341727,False
GO:0045927,positive regulation of growth,2,0,0.0,True,True,14.0,-0.0048964371223585,0.6807919712974384,0.8102774920926338,False,35.0,2.0,0.3467336253341727,False
GO:0016192,vesicle-mediated transport,2,0,0.0,True,True,213.0,-0.0039554491203551,0.1828422382741185,0.3479460504470165,False,414.0,1.0,0.9999999213864,False
GO:0033384,geranyl diphosphate biosynthetic process,1,0,0.0,True,False,13.0,0.01493762788958,0.1844786936594258,0.3484597546900265,False,,,,
GO:0045337,"trans, trans-farnesyl diphosphate biosynthetic process",1,0,0.0,True,False,13.0,0.01493762788958,0.1844786936594258,0.3484597546900265,False,,,,
GO:0045493,xylan catabolic process,1,0,0.0,True,False,20.0,-0.0072574758137717,0.1843497267817841,0.3484597546900265,False,,,,
GO:0048358,mucilage pectin biosynthetic process,1,0,0.0,True,False,11.0,-0.0181618768826922,0.1843206836833915,0.3484597546900265,False,,,,
GO:0090307,mitotic spindle assembly,1,0,0.0,True,False,13.0,0.0216414690680593,0.1852867799899438,0.3493392155078423,False,,,,
GO:0005982,starch metabolic process,2,0,0.0,True,True,15.0,0.0199919149926001,0.1874975262847624,0.3528551232665271,False,65.0,1.0,0.8543205332994613,False
GO:0006541,L-glutamine metabolic process,2,0,0.0,True,True,17.0,0.0080733836659966,0.1879950823365259,0.3531399336708222,False,41.0,2.0,0.4008831101858615,False
GO:0009314,response to radiation,1,0,0.0,False,True,,,,,,731.0,17.0,0.3549343415787025,False
GO:0009835,fruit ripening,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:0010262,somatic embryogenesis,2,0,0.0,True,True,25.0,-0.0003889217680633,0.6945161138980898,0.8170777810565762,False,8.0,1.0,0.3549343415787025,False
GO:0010358,leaf shaping,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:0015800,acidic amino acid transport,2,0,0.0,True,True,10.0,-0.0166148836683108,0.3011664009815896,0.4915035664019542,False,8.0,1.0,0.3549343415787025,False
GO:0019755,one-carbon compound transport,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:0034756,regulation of iron ion transport,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:0060688,regulation of morphogenesis of a branching structure,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:0071452,cellular response to singlet oxygen,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:0072337,modified amino acid transport,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:1901678,iron coordination entity transport,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:1904276,regulation of wax biosynthetic process,1,0,0.0,False,True,,,,,,8.0,1.0,0.3549343415787025,False
GO:0009691,cytokinin biosynthetic process,1,0,0.0,True,False,25.0,-0.0042646071454678,0.1897041795769602,0.3556953367068005,False,,,,
GO:0015986,proton motive force-driven ATP synthesis,1,0,0.0,True,False,21.0,-0.0125092544848356,0.1901807999619384,0.3559347081856463,False,,,,
GO:0010087,phloem or xylem histogenesis,2,0,0.0,True,True,60.0,0.0055128945264834,0.2609540383525823,0.4399555687927834,False,114.0,4.0,0.3590848040073952,False
GO:0051253,negative regulation of RNA metabolic process,1,0,0.0,False,True,,,,,,201.0,6.0,0.3590848040073952,False
GO:0090567,reproductive shoot system development,1,0,0.0,False,True,,,,,,486.0,12.0,0.3590848040073952,False
GO:0006346,DNA methylation-dependent constitutive heterochromatin formation,2,0,0.0,True,True,16.0,0.00898893820884,0.1925199230065885,0.3596526034189016,False,45.0,1.0,0.7496831367869746,False
GO:1990748,cellular detoxification,1,0,0.0,False,True,,,,,,157.0,5.0,0.3599647943471264,False
GO:0090351,seedling development,2,0,0.0,True,True,33.0,-0.0078923873103159,0.9592552728113272,0.9781480539181324,False,202.0,6.0,0.3625366993806358,False
GO:0097237,cellular response to toxic substance,1,0,0.0,False,True,,,,,,158.0,5.0,0.3648236465423171,False
GO:0080134,regulation of response to stress,1,0,0.0,False,True,,,,,,391.0,10.0,0.3653159852384832,False
GO:0006694,steroid biosynthetic process,2,0,0.0,True,True,11.0,0.0285843572346142,0.1961674850475648,0.3657967728492069,False,65.0,2.0,0.571640850273839,False
GO:0046685,response to arsenic-containing substance,1,0,0.0,True,False,16.0,0.0160424537737332,0.1967267959299528,0.3661703135922479,False,,,,
GO:0071462,cellular response to water stimulus,1,0,0.0,False,True,,,,,,38.0,2.0,0.3690176835878417,False
GO:0030244,cellulose biosynthetic process,1,0,0.0,True,False,47.0,-0.0070648240093802,0.1994857614345859,0.3699554121150503,False,,,,
GO:0010230,alternative respiration,1,0,0.0,True,False,11.0,0.0138089331380046,0.2011709216809138,0.3724035210790057,False,,,,
GO:0006417,regulation of translation,1,0,0.0,True,False,18.0,0.0126527539787661,0.2016708461983434,0.3726526505838954,False,,,,
GO:0009629,response to gravity,1,0,0.0,True,False,11.0,-0.0168591502151221,0.2037130229094067,0.3748334336079397,False,,,,
GO:0009846,pollen germination,2,0,0.0,True,True,71.0,0.0036633318337522,0.204320969692171,0.3748334336079397,False,50.0,2.0,0.4868092199136812,False
GO:0009630,gravitropism,1,0,0.0,True,False,50.0,0.0065974155371787,0.2055417534287318,0.3757214847621979,False,,,,
GO:0010229,inflorescence development,1,0,0.0,True,False,19.0,-0.030664138123875,0.2055217990709306,0.3757214847621979,False,,,,
GO:0006506,GPI anchor biosynthetic process,1,0,0.0,True,False,22.0,-0.0091500487221256,0.2059495388267469,0.3757934339951375,False,,,,
GO:0002182,cytoplasmic translational elongation,1,0,0.0,False,True,,,,,,9.0,1.0,0.3776700291423732,False
GO:0009954,proximal/distal pattern formation,1,0,0.0,False,True,,,,,,9.0,1.0,0.3776700291423732,False
GO:0010275,NAD(P)H dehydrogenase complex assembly,1,0,0.0,False,True,,,,,,9.0,1.0,0.3776700291423732,False
GO:0032366,intracellular sterol transport,1,0,0.0,False,True,,,,,,9.0,1.0,0.3776700291423732,False
GO:0043270,positive regulation of monoatomic ion transport,1,0,0.0,False,True,,,,,,9.0,1.0,0.3776700291423732,False
GO:0045833,negative regulation of lipid metabolic process,1,0,0.0,False,True,,,,,,9.0,1.0,0.3776700291423732,False
GO:1903830,magnesium ion transmembrane transport,1,0,0.0,True,False,20.0,-0.0139734502956634,0.2076739977014189,0.3782633529561559,False,,,,
GO:0006605,protein targeting,2,0,0.0,True,True,12.0,0.0247537891936327,0.2093996388522429,0.3793741236754666,False,86.0,1.0,0.920702484917057,False
GO:0009958,positive gravitropism,1,0,0.0,True,False,46.0,0.0205711041417614,0.2088802518733387,0.3793741236754666,False,,,,
GO:0010143,cutin biosynthetic process,1,0,0.0,True,False,25.0,-0.0052665541176305,0.2093200737641309,0.3793741236754666,False,,,,
GO:0002221,pattern recognition receptor signaling pathway,1,0,0.0,True,False,37.0,-0.0006180285741965,0.2123478670844613,0.3826763682440822,False,,,,
GO:0006366,transcription by RNA polymerase II,2,0,0.0,True,True,42.0,0.0035323283511733,0.212206244478468,0.3826763682440822,False,260.0,2.0,0.9999999213864,False
GO:0007166,cell surface receptor signaling pathway,2,0,0.0,True,True,59.0,-0.0016031321988559,0.2122800837673257,0.3826763682440822,False,143.0,1.0,0.9999999213864,False
GO:1990573,potassium ion import across plasma membrane,1,0,0.0,True,False,18.0,-0.0153969356652648,0.2134287066728152,0.3839458215278157,False,,,,
GO:0009856,pollination,1,0,0.0,False,True,,,,,,208.0,6.0,0.384382796587615,False
GO:0044706,multi-multicellular organism process,1,0,0.0,False,True,,,,,,208.0,6.0,0.384382796587615,False
GO:0012501,programmed cell death,2,0,0.0,True,True,41.0,0.0070045786751522,0.2146061125546698,0.3853842162073297,False,148.0,1.0,0.9999999213864,False
GO:0006631,fatty acid metabolic process,2,0,0.0,True,True,85.0,-0.0017594191641259,0.2167240158782011,0.3864659024401488,False,241.0,1.0,0.9999999213864,False
GO:0008652,amino acid biosynthetic process,2,0,0.0,True,True,12.0,0.0529383564010694,0.2156227825895421,0.3864659024401488,False,201.0,1.0,0.9999999213864,False
GO:0042023,DNA endoreduplication,1,0,0.0,True,False,21.0,0.0133235807222048,0.2164036281029981,0.3864659024401488,False,,,,
GO:0110102,ribulose bisphosphate carboxylase complex assembly,1,0,0.0,True,False,10.0,-0.0318126253732703,0.21606872765364,0.3864659024401488,False,,,,
GO:0030388,"fructose 1,6-bisphosphate metabolic process",1,0,0.0,True,False,10.0,0.0128567749658241,0.2194873181143584,0.3900297290533895,False,,,,
GO:0048831,regulation of shoot system development,2,0,0.0,True,True,12.0,0.0060128739733202,0.2203185088607009,0.3906194452583153,False,144.0,3.0,0.6776073452201341,False
GO:2000012,regulation of auxin polar transport,1,0,0.0,True,False,49.0,0.004619583896371,0.2205850984988133,0.3906194452583153,False,,,,
GO:0009657,plastid organization,2,0,0.0,True,True,13.0,0.0149639445532833,0.2216976414203142,0.3919091754743856,False,257.0,2.0,0.9999999213864,False
GO:0009785,blue light signaling pathway,2,0,0.0,True,True,26.0,-0.006320909866812,0.2231874708867359,0.3938602427412987,False,23.0,1.0,0.6007386120938916,False
GO:0010093,specification of floral organ identity,1,0,0.0,True,False,13.0,0.0079586298751233,0.2241935726425309,0.3949524077640441,False,,,,
GO:0007033,vacuole organization,1,0,0.0,True,False,27.0,-0.0033175667917792,0.2258029813169964,0.3968767708171466,False,,,,
GO:0042147,"retrograde transport, endosome to Golgi",1,0,0.0,True,False,27.0,0.0142310526009872,0.2260641214164335,0.3968767708171466,False,,,,
GO:0009812,flavonoid metabolic process,1,0,0.0,False,True,,,,,,79.0,3.0,0.3981279727757266,False
GO:0008295,spermidine biosynthetic process,2,0,0.0,True,True,10.0,0.0114722769164766,0.950795777172006,0.9746851183069812,False,10.0,1.0,0.4008831101858615,False
GO:0010582,floral meristem determinacy,2,0,0.0,True,True,17.0,0.0022834263042163,0.5017603930828267,0.6778749681383884,False,10.0,1.0,0.4008831101858615,False
GO:0015837,amine transport,1,0,0.0,False,True,,,,,,10.0,1.0,0.4008831101858615,False
GO:0015976,carbon utilization,1,0,0.0,False,True,,,,,,10.0,1.0,0.4008831101858615,False
GO:0031930,mitochondria-nucleus signaling pathway,2,0,0.0,True,True,12.0,-0.007300060633937,0.5458271573943123,0.7116658458573847,False,10.0,1.0,0.4008831101858615,False
GO:0042440,pigment metabolic process,1,0,0.0,False,True,,,,,,166.0,5.0,0.4008831101858615,False
GO:0048579,"negative regulation of long-day photoperiodism, flowering",2,0,0.0,True,True,15.0,-0.0007311114272863,0.7898282840942804,0.8862759623500176,False,10.0,1.0,0.4008831101858615,False
GO:0051239,regulation of multicellular organismal process,1,0,0.0,False,True,,,,,,404.0,10.0,0.4008831101858615,False
GO:0006303,double-strand break repair via nonhomologous end joining,1,0,0.0,True,False,15.0,0.0105541730942814,0.2288874055700446,0.4009333231077848,False,,,,
GO:0034244,negative regulation of transcription elongation by RNA polymerase II,1,0,0.0,True,False,12.0,0.0060860986971017,0.2291609091880769,0.4009333231077848,False,,,,
GO:0051026,chiasma assembly,1,0,0.0,True,False,14.0,0.0170855108377859,0.2303254624895176,0.4022807735262124,False,,,,
GO:0006914,autophagy,1,0,0.0,True,False,24.0,-0.0171275077073636,0.2325705701983631,0.4048938376319368,False,,,,
GO:0009863,salicylic acid mediated signaling pathway,1,0,0.0,True,False,25.0,0.0166233223950508,0.2326154792669754,0.4048938376319368,False,,,,
GO:0006081,aldehyde metabolic process,1,0,0.0,False,True,,,,,,42.0,2.0,0.4068788407783754,False
GO:0006811,monoatomic ion transport,2,0,0.0,True,True,35.0,-0.0019600594976322,0.2378826301804752,0.4126535421498041,False,468.0,9.0,0.6531619054442555,False
GO:0016042,lipid catabolic process,2,0,0.0,True,True,17.0,-0.0065583090640191,0.2400088079173238,0.4146310314831485,False,192.0,3.0,0.824328323470901,False
GO:0045824,negative regulation of innate immune response,1,0,0.0,True,False,14.0,-0.0291249331325296,0.2402420976534713,0.4146310314831485,False,,,,
GO:0071244,cellular response to carbon dioxide,1,0,0.0,True,False,12.0,-0.013269879134433,0.2398711905362509,0.4146310314831485,False,,,,
GO:0015849,organic acid transport,1,0,0.0,False,True,,,,,,82.0,3.0,0.4156977017674474,False
GO:0046942,carboxylic acid transport,1,0,0.0,False,True,,,,,,82.0,3.0,0.4156977017674474,False
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,1,0,0.0,True,False,15.0,0.0023094513750465,0.2441257928108026,0.4206221430186125,False,,,,
GO:1902531,regulation of intracellular signal transduction,2,0,0.0,True,True,45.0,-0.0171823477596939,0.2447553691317644,0.4209957445436757,False,48.0,1.0,0.7582645826921879,False
GO:0009749,response to glucose,2,0,0.0,True,True,52.0,-0.0094730979669025,0.2470259711570314,0.4241860110777306,False,64.0,2.0,0.5672060942609327,False
GO:0006607,NLS-bearing protein import into nucleus,1,0,0.0,True,False,12.0,0.0092305047807703,0.2475841826491003,0.4243395079915429,False,,,,
GO:1901135,carbohydrate derivative metabolic process,2,0,0.0,True,True,10.0,-0.0224766036225707,0.2479473987872152,0.4243395079915429,False,526.0,5.0,0.9999999213864,False
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,1,0,0.0,True,False,18.0,0.0098372228245982,0.2489821805042862,0.4253966903088307,False,,,,
GO:0071805,potassium ion transmembrane transport,1,0,0.0,True,False,63.0,-0.0006940189812654,0.2508908770354515,0.4272265351855769,False,,,,
GO:0008215,spermine metabolic process,1,0,0.0,False,True,,,,,,11.0,1.0,0.4285385821501005,False
GO:0015807,L-amino acid transport,1,0,0.0,False,True,,,,,,11.0,1.0,0.4285385821501005,False
GO:0048587,"regulation of short-day photoperiodism, flowering",1,0,0.0,False,True,,,,,,11.0,1.0,0.4285385821501005,False
GO:1905428,regulation of plant organ formation,1,0,0.0,False,True,,,,,,11.0,1.0,0.4285385821501005,False
GO:0019344,L-cysteine biosynthetic process,1,0,0.0,True,False,16.0,-0.0077822767506214,0.2522161160875614,0.4287673973488544,False,,,,
GO:0010072,primary shoot apical meristem specification,1,0,0.0,True,False,12.0,0.0016786875001407,0.2530058414684948,0.4293942733741509,False,,,,
GO:0031347,regulation of defense response,2,0,0.0,True,True,63.0,0.009284545668944,0.2554797905183794,0.4327974732503049,False,268.0,7.0,0.4379548402204111,False
GO:1900865,chloroplast RNA modification,1,0,0.0,True,False,16.0,0.0149059427740444,0.2582867141191114,0.4361795503335987,False,,,,
GO:0021700,developmental maturation,1,0,0.0,False,True,,,,,,221.0,6.0,0.4404838286569083,False
GO:0045934,negative regulation of nucleobase-containing compound metabolic process,1,0,0.0,False,True,,,,,,221.0,6.0,0.4404838286569083,False
GO:0006082,organic acid metabolic process,1,0,0.0,False,True,,,,,,935.0,20.0,0.4431997754334114,False
GO:0043436,oxoacid metabolic process,2,0,0.0,True,True,10.0,-0.0041505815552329,0.9599276489922064,0.9781480539181324,False,935.0,20.0,0.4431997754334114,False
GO:0008654,phospholipid biosynthetic process,2,0,0.0,True,True,23.0,0.0091353219575843,0.264462871820159,0.4451355268260102,False,147.0,2.0,0.8830373650668825,False
GO:0008283,cell population proliferation,2,0,0.0,True,True,12.0,-0.0006375201947091,0.4846801349944231,0.6644808302342897,False,86.0,3.0,0.4454096867556624,False
GO:2000033,regulation of seed dormancy process,1,0,0.0,True,False,15.0,0.0143257466268468,0.2666707778174407,0.448112344932108,False,,,,
GO:0010332,response to gamma radiation,1,0,0.0,True,False,21.0,0.0202148676437947,0.2680973336833342,0.4497685532187515,False,,,,
GO:0006820,monoatomic anion transport,1,0,0.0,True,False,15.0,0.0119973746545025,0.2692787926527875,0.4510088152805309,False,,,,
GO:0010183,pollen tube guidance,2,0,0.0,True,True,54.0,0.0016939517981979,0.2697892263640158,0.4511229686742559,False,24.0,1.0,0.6034768894253039,False
GO:0006566,L-threonine metabolic process,1,0,0.0,False,True,,,,,,12.0,1.0,0.4518151453730634,False
GO:0010022,meristem determinacy,1,0,0.0,False,True,,,,,,12.0,1.0,0.4518151453730634,False
GO:0048232,male gamete generation,1,0,0.0,False,True,,,,,,46.0,2.0,0.4518151453730634,False
GO:0002832,negative regulation of response to biotic stimulus,1,0,0.0,False,True,,,,,,47.0,2.0,0.4590489938131555,False
GO:0022611,dormancy process,1,0,0.0,False,True,,,,,,47.0,2.0,0.4590489938131555,False
GO:0032102,negative regulation of response to external stimulus,1,0,0.0,False,True,,,,,,47.0,2.0,0.4590489938131555,False
GO:0033386,geranylgeranyl diphosphate biosynthetic process,1,0,0.0,True,False,11.0,0.01493762788958,0.2769299112878217,0.4607969160090998,False,,,,
GO:0009904,chloroplast accumulation movement,1,0,0.0,True,False,21.0,-0.0095772355822989,0.2822853502664044,0.4689430900191084,False,,,,
GO:0000302,response to reactive oxygen species,2,0,0.0,True,True,38.0,0.0101127699416922,0.6097328043505379,0.759615103296202,False,134.0,4.0,0.4701408018093052,False
GO:0015743,malate transport,1,0,0.0,False,True,,,,,,13.0,1.0,0.4701408018093052,False
GO:0016104,triterpenoid biosynthetic process,2,0,0.0,True,True,16.0,0.0047533269683363,0.7803148589242397,0.8804437567508014,False,13.0,1.0,0.4701408018093052,False
GO:0016115,terpenoid catabolic process,1,0,0.0,False,True,,,,,,13.0,1.0,0.4701408018093052,False
GO:0034204,lipid translocation,1,0,0.0,False,True,,,,,,13.0,1.0,0.4701408018093052,False
GO:0080183,response to photooxidative stress,2,0,0.0,True,True,13.0,-0.0160616166452405,0.5284910130836193,0.6991709900717143,False,13.0,1.0,0.4701408018093052,False
GO:0140352,export from cell,1,0,0.0,False,True,,,,,,135.0,4.0,0.4701408018093052,False
GO:1990641,response to iron ion starvation,2,0,0.0,True,True,18.0,-0.0035944579468445,0.8421215297781505,0.9137914472060782,False,13.0,1.0,0.4701408018093052,False
GO:0010439,regulation of glucosinolate biosynthetic process,1,0,0.0,True,False,11.0,-0.001901500745814,0.2855198095130983,0.4735450499241631,False,,,,
GO:0120252,hydrocarbon metabolic process,1,0,0.0,False,True,,,,,,49.0,2.0,0.4770642064092935,False
GO:0005985,sucrose metabolic process,2,0,0.0,True,True,28.0,-0.0099189825573576,0.290055064908055,0.4802859841010002,False,34.0,1.0,0.6761511526013188,False
GO:0046486,glycerolipid metabolic process,2,0,0.0,True,True,10.0,-0.0209016624841667,0.2933546623146483,0.483395404783427,False,157.0,3.0,0.7269987595745963,False
GO:1990019,protein storage vacuole organization,1,0,0.0,True,False,11.0,0.0124639432159733,0.2932026618565028,0.483395404783427,False,,,,
GO:0000041,transition metal ion transport,1,0,0.0,False,True,,,,,,92.0,3.0,0.4859243541002588,False
GO:0002218,activation of innate immune response,1,0,0.0,False,True,,,,,,50.0,2.0,0.4868092199136812,False
GO:0006278,RNA-templated DNA biosynthetic process,1,0,0.0,False,True,,,,,,14.0,1.0,0.4868092199136812,False
GO:0009403,toxin biosynthetic process,1,0,0.0,False,True,,,,,,14.0,1.0,0.4868092199136812,False
GO:0009700,indole phytoalexin biosynthetic process,1,0,0.0,False,True,,,,,,14.0,1.0,0.4868092199136812,False
GO:0048583,regulation of response to stimulus,1,0,0.0,False,True,,,,,,746.0,16.0,0.4868092199136812,False
GO:0052314,phytoalexin metabolic process,1,0,0.0,False,True,,,,,,14.0,1.0,0.4868092199136812,False
GO:0052315,phytoalexin biosynthetic process,1,0,0.0,False,True,,,,,,14.0,1.0,0.4868092199136812,False
GO:0010100,negative regulation of photomorphogenesis,1,0,0.0,True,False,12.0,-0.0098947326777827,0.29829153812695,0.4878199140036421,False,,,,
GO:0010119,regulation of stomatal movement,2,0,0.0,True,True,63.0,-0.0026387176516851,0.2968575938487667,0.4878199140036421,False,102.0,1.0,0.9609741135898427,False
GO:0019388,galactose catabolic process,1,0,0.0,True,False,18.0,-0.0014162783667083,0.2977559586171607,0.4878199140036421,False,,,,
