Gene,GO_ID,GO_term
AT3G43160,GO:0009793,embryo development ending in seed dormancy
AT3G43170,GO:0008150,biological_process
AT3G43180,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G43180,GO:0016567,protein ubiquitination
AT3G43190,GO:0001666,response to hypoxia
AT3G43190,GO:0005985,sucrose metabolic process
AT3G43190,GO:0071456,cellular response to hypoxia
AT3G43190,GO:0090548,response to nitrate starvation
AT3G43210,GO:0000911,cytokinesis by cell plate formation
AT3G43210,GO:0007018,microtubule-based movement
AT3G43210,GO:0007112,male meiosis cytokinesis
AT3G43210,GO:0009555,pollen development
AT3G43210,GO:0009558,embryo sac cellularization
AT3G43210,GO:0010245,radial microtubular system formation
AT3G43210,GO:0048229,gametophyte development
AT3G43220,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process
AT3G43220,GO:0046856,phosphatidylinositol dephosphorylation
AT3G43230,,
AT3G43240,,
AT3G43250,GO:0000349,generation of catalytic spliceosome for first transesterification step
AT3G43250,GO:0000398,"mRNA splicing, via spliceosome"
AT3G43250,GO:0045292,"mRNA cis splicing, via spliceosome"
AT3G43260,GO:0008150,biological_process
AT3G43270,GO:0042545,cell wall modification
AT3G43270,GO:0045490,pectin catabolic process
AT3G43280,GO:0008150,biological_process
AT3G43290,GO:0008150,biological_process
AT3G43291,GO:0008150,biological_process
AT3G43300,GO:0006886,intracellular protein transport
AT3G43300,GO:0006955,immune response
AT3G43300,GO:0016192,vesicle-mediated transport
AT3G43300,GO:0031338,regulation of vesicle fusion
AT3G43300,GO:0032012,regulation of ARF protein signal transduction
AT3G43300,GO:0042742,defense response to bacterium
AT3G43300,GO:0045087,innate immune response
AT3G43300,GO:2000012,regulation of auxin polar transport
AT3G43300,GO:2000067,regulation of root morphogenesis
AT3G43340,GO:0001522,pseudouridine synthesis
AT3G43340,GO:0009451,RNA modification
AT3G43400,GO:0008150,biological_process
AT3G43410,GO:0008150,biological_process
AT3G43415,GO:0008150,biological_process
AT3G43420,GO:0008150,biological_process
AT3G43430,GO:0016567,protein ubiquitination
AT3G43432,GO:0008150,biological_process
AT3G43440,GO:0009611,response to wounding
AT3G43440,GO:0031347,regulation of defense response
AT3G43440,GO:2000022,regulation of jasmonic acid mediated signaling pathway
AT3G43470,GO:0008150,biological_process
AT3G43480,GO:0008150,biological_process
AT3G43490,GO:0008150,biological_process
AT3G43500,GO:0008150,biological_process
AT3G43503,GO:0008150,biological_process
AT3G43505,GO:0008150,biological_process
AT3G43520,GO:0015908,fatty acid transport
AT3G43540,GO:0008150,biological_process
AT3G43550,GO:0006629,lipid metabolic process
AT3G43550,GO:0008150,biological_process
AT3G43550,GO:0008610,lipid biosynthetic process
AT3G43570,GO:0006629,lipid metabolic process
AT3G43570,GO:0008150,biological_process
AT3G43570,GO:0008610,lipid biosynthetic process
AT3G43572,GO:0008150,biological_process
AT3G43574,GO:0008150,biological_process
AT3G43580,GO:0008150,biological_process
AT3G43583,GO:0008150,biological_process
AT3G43590,,
AT3G43600,GO:0008150,biological_process
AT3G43610,GO:0000226,microtubule cytoskeleton organization
AT3G43610,GO:0000278,mitotic cell cycle
AT3G43610,GO:0007020,microtubule nucleation
AT3G43610,GO:0031122,cytoplasmic microtubule organization
AT3G43610,GO:0051225,spindle assembly
AT3G43610,GO:0051321,meiotic cell cycle
AT3G43630,GO:0006879,intracellular iron ion homeostasis
AT3G43630,GO:0010039,response to iron ion
AT3G43630,GO:0030026,intracellular manganese ion homeostasis
AT3G43630,GO:0034755,iron ion transmembrane transport
AT3G43630,GO:0071421,manganese ion transmembrane transport
AT3G43645,GO:0008150,biological_process
AT3G43660,GO:0006879,intracellular iron ion homeostasis
AT3G43660,GO:0030026,intracellular manganese ion homeostasis
AT3G43660,GO:0034755,iron ion transmembrane transport
AT3G43660,GO:0071421,manganese ion transmembrane transport
AT3G43670,GO:0009308,amine metabolic process
AT3G43670,GO:0009414,response to water deprivation
AT3G43670,GO:0009447,putrescine catabolic process
AT3G43670,GO:0009611,response to wounding
AT3G43670,GO:0009733,response to auxin
AT3G43670,GO:0009737,response to abscisic acid
AT3G43670,GO:0009751,response to salicylic acid
AT3G43670,GO:0009753,response to jasmonic acid
AT3G43670,GO:1904585,response to putrescine
AT3G43682,GO:0008150,biological_process
AT3G43700,GO:0006970,response to osmotic stress
AT3G43700,GO:0016567,protein ubiquitination
AT3G43700,GO:0071472,cellular response to salt stress
AT3G43710,GO:0008150,biological_process
AT3G43720,GO:0006869,lipid transport
AT3G43720,GO:0006952,defense response
AT3G43720,GO:0042335,cuticle development
AT3G43720,GO:0050832,defense response to fungus
AT3G43740,GO:0007165,signal transduction
AT3G43750,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G43750,GO:0016567,protein ubiquitination
AT3G43790,GO:0009624,response to nematode
AT3G43790,GO:0055085,transmembrane transport
AT3G43800,GO:0006749,glutathione metabolic process
AT3G43800,GO:0009407,toxin catabolic process
AT3G43810,GO:0005513,detection of calcium ion
AT3G43810,GO:0010099,regulation of photomorphogenesis
AT3G43810,GO:0050832,defense response to fungus
AT3G43833,GO:0008150,biological_process
AT3G43837,GO:0008150,biological_process
AT3G43840,GO:0006629,lipid metabolic process
AT3G43840,GO:0008150,biological_process
AT3G43840,GO:0043048,dolichyl monophosphate biosynthetic process
AT3G43850,GO:0006979,response to oxidative stress
AT3G43860,GO:0005975,carbohydrate metabolic process
AT3G43870,GO:0008150,biological_process
AT3G43880,GO:0008150,biological_process
AT3G43890,,
AT3G43910,GO:0006310,DNA recombination
AT3G43910,GO:0008150,biological_process
AT3G43920,GO:0006396,RNA processing
AT3G43920,GO:0010267,ta-siRNA processing
AT3G43920,GO:0030422,siRNA processing
AT3G43920,GO:0044027,negative regulation of gene expression via chromosomal CpG island methylation
AT3G43920,GO:0051214,RNAi-mediated antiviral immunity against RNA virus
AT3G43920,GO:0051607,defense response to virus
AT3G43930,GO:0008150,biological_process
AT3G43940,GO:0008150,biological_process
AT3G43950,GO:0008150,biological_process
AT3G43960,GO:0006508,proteolysis
AT3G43960,GO:0030163,protein catabolic process
AT3G43960,GO:0048767,root hair elongation
AT3G43970,GO:0008150,biological_process
AT3G43980,GO:0002181,cytoplasmic translation
AT3G43980,GO:0006412,translation
AT3G43980,GO:0008150,biological_process
AT3G43990,GO:0006351,DNA-templated transcription
AT3G43990,GO:0045814,"negative regulation of gene expression, epigenetic"
AT3G43990,GO:0045892,negative regulation of DNA-templated transcription
AT3G44006,,
AT3G44010,GO:0002181,cytoplasmic translation
AT3G44010,GO:0006412,translation
AT3G44010,GO:0008150,biological_process
AT3G44020,,
AT3G44050,GO:0007018,microtubule-based movement
AT3G44050,GO:0051225,spindle assembly
AT3G44060,GO:0008150,biological_process
AT3G44060,GO:0030163,protein catabolic process
AT3G44070,GO:0008150,biological_process
AT3G44080,GO:0008150,biological_process
AT3G44080,GO:0030163,protein catabolic process
AT3G44090,GO:0008150,biological_process
AT3G44090,GO:0030163,protein catabolic process
AT3G44100,GO:0015918,sterol transport
AT3G44100,GO:0032366,intracellular sterol transport
AT3G44110,GO:0006457,protein folding
AT3G44110,GO:0009408,response to heat
AT3G44110,GO:0009651,response to salt stress
AT3G44110,GO:0009911,positive regulation of flower development
AT3G44110,GO:0034605,cellular response to heat
AT3G44110,GO:0042026,protein refolding
AT3G44110,GO:0048573,"photoperiodism, flowering"
AT3G44115,GO:0008150,biological_process
AT3G44120,,
AT3G44130,GO:0008150,biological_process
AT3G44140,GO:0008150,biological_process
AT3G44150,GO:0017183,protein histidyl modification to diphthamide
AT3G44160,GO:0009658,chloroplast organization
AT3G44160,GO:0030162,regulation of proteolysis
AT3G44160,GO:0055085,transmembrane transport
AT3G44160,GO:1900057,positive regulation of leaf senescence
AT3G44160,GO:1901002,positive regulation of response to salt stress
AT3G44170,GO:0008150,biological_process
AT3G44180,GO:0008150,biological_process
AT3G44180,GO:0030163,protein catabolic process
AT3G44190,GO:0022904,respiratory electron transport chain
AT3G44190,GO:0043067,regulation of programmed cell death
AT3G44200,GO:0007017,microtubule-based process
AT3G44200,GO:0043622,cortical microtubule organization
AT3G44200,GO:0090627,plant epidermal cell differentiation
AT3G44210,GO:0008150,biological_process
AT3G44220,GO:0098542,defense response to other organism
AT3G44230,GO:0008150,biological_process
AT3G44235,GO:0008150,biological_process
AT3G44240,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
AT3G44250,GO:0008150,biological_process
AT3G44260,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"
AT3G44260,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
AT3G44260,GO:0002213,defense response to insect
AT3G44260,GO:0009611,response to wounding
AT3G44260,GO:0042742,defense response to bacterium
AT3G44261,GO:0008150,biological_process
AT3G44265,GO:0008150,biological_process
AT3G44280,,
AT3G44290,GO:0006355,regulation of DNA-templated transcription
AT3G44290,GO:0006950,response to stress
AT3G44290,GO:0045893,positive regulation of DNA-templated transcription
AT3G44290,GO:0048573,"photoperiodism, flowering"
AT3G44290,GO:0071333,cellular response to glucose stimulus
AT3G44300,GO:0009684,indoleacetic acid biosynthetic process
AT3G44300,GO:0051410,detoxification of nitrogen compound
AT3G44310,GO:0009684,indoleacetic acid biosynthetic process
AT3G44310,GO:0051410,detoxification of nitrogen compound
AT3G44320,GO:0009970,cellular response to sulfate starvation
AT3G44320,GO:0019762,glucosinolate catabolic process
AT3G44320,GO:0051410,detoxification of nitrogen compound
AT3G44326,GO:0009620,response to fungus
AT3G44326,GO:0016567,protein ubiquitination
AT3G44326,GO:0019218,regulation of steroid metabolic process
AT3G44330,GO:0009966,regulation of signal transduction
AT3G44340,GO:0006886,intracellular protein transport
AT3G44340,GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport
AT3G44340,GO:0006979,response to oxidative stress
AT3G44340,GO:0090110,COPII-coated vesicle cargo loading
AT3G44350,GO:0006355,regulation of DNA-templated transcription
AT3G44370,GO:0032979,protein insertion into mitochondrial inner membrane from matrix
AT3G44370,GO:0033617,mitochondrial respiratory chain complex IV assembly
AT3G44370,GO:0051205,protein insertion into membrane
AT3G44380,GO:0009269,response to desiccation
AT3G44380,GO:0098542,defense response to other organism
AT3G44400,GO:0006950,response to stress
AT3G44400,GO:0006952,defense response
AT3G44400,GO:0007165,signal transduction
AT3G44405,GO:0008150,biological_process
AT3G44428,GO:0008150,biological_process
AT3G44430,GO:0008150,biological_process
AT3G44435,GO:0008150,biological_process
AT3G44440,GO:0008150,biological_process
AT3G44444,,
AT3G44450,GO:0009785,blue light signaling pathway
AT3G44460,GO:0006355,regulation of DNA-templated transcription
AT3G44460,GO:0045893,positive regulation of DNA-templated transcription
AT3G44480,GO:0002239,response to oomycetes
AT3G44480,GO:0002758,innate immune response-activating signaling pathway
AT3G44480,GO:0006952,defense response
AT3G44480,GO:0007165,signal transduction
AT3G44480,GO:0050832,defense response to fungus
AT3G44480,GO:0051707,response to other organism
AT3G44485,GO:0008150,biological_process
AT3G44490,GO:0006338,chromatin remodeling
AT3G44510,,
AT3G44530,GO:0006325,chromatin organization
AT3G44530,GO:0006334,nucleosome assembly
AT3G44530,GO:0006338,chromatin remodeling
AT3G44530,GO:0006351,DNA-templated transcription
AT3G44530,GO:0006355,regulation of DNA-templated transcription
AT3G44530,GO:0045814,"negative regulation of gene expression, epigenetic"
AT3G44540,GO:0009611,response to wounding
AT3G44540,GO:0009651,response to salt stress
AT3G44540,GO:0010345,suberin biosynthetic process
AT3G44540,GO:0035336,long-chain fatty-acyl-CoA metabolic process
AT3G44550,GO:0009611,response to wounding
AT3G44550,GO:0009651,response to salt stress
AT3G44550,GO:0010345,suberin biosynthetic process
AT3G44550,GO:0035336,long-chain fatty-acyl-CoA metabolic process
AT3G44555,GO:0008150,biological_process
AT3G44560,GO:0009611,response to wounding
AT3G44560,GO:0010345,suberin biosynthetic process
AT3G44560,GO:0035336,long-chain fatty-acyl-CoA metabolic process
AT3G44570,GO:0008150,biological_process
AT3G44580,GO:0008150,biological_process
AT3G44590,GO:0002182,cytoplasmic translational elongation
AT3G44590,GO:0006414,translational elongation
AT3G44600,GO:0006338,chromatin remodeling
AT3G44600,GO:0009909,regulation of flower development
AT3G44600,GO:0009933,meristem structural organization
AT3G44600,GO:0010082,regulation of root meristem growth
AT3G44600,GO:0010305,leaf vascular tissue pattern formation
AT3G44600,GO:0010338,leaf formation
AT3G44600,GO:0010358,leaf shaping
AT3G44600,GO:0031507,heterochromatin formation
AT3G44600,GO:0045814,"negative regulation of gene expression, epigenetic"
AT3G44600,GO:0048440,carpel development
AT3G44600,GO:0048443,stamen development
AT3G44600,GO:0048453,sepal formation
AT3G44610,GO:0009630,gravitropism
AT3G44610,GO:0009638,phototropism
AT3G44620,,
AT3G44630,GO:0006952,defense response
AT3G44630,GO:0007165,signal transduction
AT3G44630,GO:0051707,response to other organism
AT3G44635,GO:0008150,biological_process
AT3G44660,GO:0006338,chromatin remodeling
AT3G44665,GO:0008150,biological_process
AT3G44670,GO:0002229,defense response to oomycetes
AT3G44670,GO:0006952,defense response
AT3G44670,GO:0007165,signal transduction
AT3G44670,GO:0009626,plant-type hypersensitive response
AT3G44670,GO:0042742,defense response to bacterium
AT3G44670,GO:0051707,response to other organism
AT3G44680,GO:0010187,negative regulation of seed germination
AT3G44680,GO:0040029,epigenetic regulation of gene expression
AT3G44680,GO:1900055,regulation of leaf senescence
AT3G44690,GO:0008150,biological_process
AT3G44695,GO:0008150,biological_process
AT3G44700,,
AT3G44703,,
AT3G44704,GO:0008150,biological_process
AT3G44710,,
AT3G44713,,
AT3G44716,GO:0008150,biological_process
AT3G44718,GO:0008150,biological_process
AT3G44720,GO:0006952,defense response
AT3G44720,GO:0009094,L-phenylalanine biosynthetic process
AT3G44730,GO:0007017,microtubule-based process
AT3G44730,GO:0007018,microtubule-based movement
AT3G44730,GO:0009060,aerobic respiration
AT3G44730,GO:0009845,seed germination
AT3G44735,GO:0007165,signal transduction
AT3G44735,GO:0008283,cell population proliferation
AT3G44740,,
AT3G44750,GO:0006338,chromatin remodeling
AT3G44750,GO:0009294,DNA-mediated transformation
AT3G44750,GO:0009944,polarity specification of adaxial/abaxial axis
AT3G44750,GO:0010162,seed dormancy process
AT3G44750,GO:0048364,root development
AT3G44753,GO:0008150,biological_process
AT3G44755,GO:0008150,biological_process
AT3G44760,GO:0008150,biological_process
AT3G44763,GO:0008150,biological_process
AT3G44765,,
AT3G44766,GO:0008150,biological_process
AT3G44769,,
AT3G44770,,
AT3G44780,GO:0008150,biological_process
AT3G44785,GO:0000398,"mRNA splicing, via spliceosome"
AT3G44790,GO:0008150,biological_process
AT3G44798,,
AT3G44800,GO:0008150,biological_process
AT3G44805,GO:0008150,biological_process
AT3G44810,GO:0008150,biological_process
AT3G44810,GO:0030163,protein catabolic process
AT3G44820,GO:0016567,protein ubiquitination
AT3G44830,GO:0006629,lipid metabolic process
AT3G44840,GO:0032259,methylation
AT3G44850,GO:0000245,spliceosomal complex assembly
AT3G44850,GO:0050684,regulation of mRNA processing
AT3G44860,GO:0002238,response to molecule of fungal origin
AT3G44860,GO:0009611,response to wounding
AT3G44860,GO:0009751,response to salicylic acid
AT3G44860,GO:0009753,response to jasmonic acid
AT3G44860,GO:0032259,methylation
AT3G44860,GO:0080027,response to herbivore
AT3G44870,GO:0032259,methylation
AT3G44870,GO:0033198,response to ATP
AT3G44880,GO:0009908,flower development
AT3G44880,GO:0010154,fruit development
AT3G44880,GO:0012501,programmed cell death
AT3G44880,GO:0015996,chlorophyll catabolic process
AT3G44880,GO:0042742,defense response to bacterium
AT3G44890,GO:0006412,translation
AT3G44900,GO:0006812,monoatomic cation transport
AT3G44900,GO:0006885,regulation of pH
AT3G44900,GO:0055085,transmembrane transport
AT3G44900,GO:1902600,proton transmembrane transport
AT3G44910,GO:0006812,monoatomic cation transport
AT3G44910,GO:0006885,regulation of pH
AT3G44910,GO:0055085,transmembrane transport
AT3G44910,GO:1902600,proton transmembrane transport
AT3G44920,GO:0006812,monoatomic cation transport
AT3G44920,GO:0006885,regulation of pH
AT3G44920,GO:0055085,transmembrane transport
AT3G44920,GO:1902600,proton transmembrane transport
AT3G44930,GO:0006812,monoatomic cation transport
AT3G44930,GO:0006885,regulation of pH
AT3G44930,GO:0055085,transmembrane transport
AT3G44930,GO:1902600,proton transmembrane transport
AT3G44935,GO:0008150,biological_process
AT3G44940,,
AT3G44950,,
AT3G44960,GO:0034090,maintenance of meiotic sister chromatid cohesion
AT3G44960,GO:0045144,meiotic sister chromatid segregation
AT3G44970,GO:0010268,brassinosteroid homeostasis
AT3G44970,GO:0016132,brassinosteroid biosynthetic process
AT3G44980,GO:0008150,biological_process
AT3G44990,GO:0005975,carbohydrate metabolic process
AT3G44990,GO:0009408,response to heat
AT3G44990,GO:0010411,xyloglucan metabolic process
AT3G44990,GO:0016998,cell wall macromolecule catabolic process
AT3G44990,GO:0042546,cell wall biogenesis
AT3G44990,GO:0044042,glucan metabolic process
AT3G45000,GO:0007034,vacuolar transport
AT3G45000,GO:0015031,protein transport
AT3G45000,GO:0032509,endosome transport via multivesicular body sorting pathway
AT3G45000,GO:0045324,late endosome to vacuole transport
AT3G45010,GO:0006508,proteolysis
AT3G45020,GO:0006412,translation
AT3G45030,GO:0006412,translation
AT3G45030,GO:0008150,biological_process
AT3G45040,GO:0006487,protein N-linked glycosylation
AT3G45040,GO:0009555,pollen development
AT3G45040,GO:0010483,pollen tube reception
AT3G45040,GO:0043048,dolichyl monophosphate biosynthetic process
AT3G45050,,
AT3G45060,GO:0015706,nitrate transmembrane transport
AT3G45060,GO:0055085,transmembrane transport
AT3G45060,GO:0071249,cellular response to nitrate
AT3G45070,GO:0009806,lignan metabolic process
AT3G45070,GO:0009812,flavonoid metabolic process
AT3G45070,GO:0051923,sulfation
AT3G45080,GO:0051923,sulfation
AT3G45090,,
AT3G45093,,
AT3G45100,GO:0006506,GPI anchor biosynthetic process
AT3G45100,GO:0009846,pollen germination
AT3G45100,GO:0009860,pollen tube growth
AT3G45110,GO:0008150,biological_process
AT3G45130,GO:0010686,tetracyclic triterpenoid biosynthetic process
AT3G45130,GO:0016104,triterpenoid biosynthetic process
AT3G45130,GO:0016129,phytosteroid biosynthetic process
AT3G45140,GO:0009414,response to water deprivation
AT3G45140,GO:0009611,response to wounding
AT3G45140,GO:0009617,response to bacterium
AT3G45140,GO:0009620,response to fungus
AT3G45140,GO:0009695,jasmonic acid biosynthetic process
AT3G45140,GO:0009753,response to jasmonic acid
AT3G45140,GO:0010597,green leaf volatile biosynthetic process
AT3G45140,GO:0031408,oxylipin biosynthetic process
AT3G45140,GO:0034440,lipid oxidation
AT3G45140,GO:0051707,response to other organism
AT3G45140,GO:0080027,response to herbivore
AT3G45150,GO:0006355,regulation of DNA-templated transcription
AT3G45150,GO:0008150,biological_process
AT3G45160,,
AT3G45170,GO:0006355,regulation of DNA-templated transcription
AT3G45170,GO:0006357,regulation of transcription by RNA polymerase II
AT3G45170,GO:0030154,cell differentiation
AT3G45180,GO:0000398,"mRNA splicing, via spliceosome"
AT3G45180,GO:0008380,RNA splicing
AT3G45190,GO:0009966,regulation of signal transduction
AT3G45200,GO:0008150,biological_process
AT3G45210,GO:0010150,leaf senescence
AT3G45220,GO:0008150,biological_process
AT3G45230,,
AT3G45240,GO:0006468,protein phosphorylation
AT3G45240,GO:0009615,response to virus
AT3G45240,GO:0035556,intracellular signal transduction
AT3G45240,GO:0046777,protein autophosphorylation
AT3G45243,GO:0008150,biological_process
AT3G45245,GO:0009567,double fertilization forming a zygote and endosperm
AT3G45245,GO:0080155,regulation of double fertilization forming a zygote and endosperm
AT3G45245,GO:2000008,regulation of protein localization to cell surface
AT3G45248,GO:0009567,double fertilization forming a zygote and endosperm
AT3G45248,GO:0080155,regulation of double fertilization forming a zygote and endosperm
AT3G45248,GO:2000008,regulation of protein localization to cell surface
AT3G45252,GO:0009567,double fertilization forming a zygote and endosperm
AT3G45252,GO:0080155,regulation of double fertilization forming a zygote and endosperm
AT3G45252,GO:2000008,regulation of protein localization to cell surface
AT3G45260,GO:0006355,regulation of DNA-templated transcription
AT3G45260,GO:0010075,regulation of meristem growth
AT3G45260,GO:0034504,protein localization to nucleus
AT3G45260,GO:0045893,positive regulation of DNA-templated transcription
AT3G45275,GO:0009567,double fertilization forming a zygote and endosperm
AT3G45275,GO:0080155,regulation of double fertilization forming a zygote and endosperm
AT3G45275,GO:2000008,regulation of protein localization to cell surface
AT3G45280,GO:0006886,intracellular protein transport
AT3G45280,GO:0006906,vesicle fusion
AT3G45285,GO:0009567,double fertilization forming a zygote and endosperm
AT3G45285,GO:0080155,regulation of double fertilization forming a zygote and endosperm
AT3G45285,GO:2000008,regulation of protein localization to cell surface
AT3G45290,GO:0006952,defense response
AT3G45300,GO:0006552,L-leucine catabolic process
AT3G45300,GO:0009083,branched-chain amino acid catabolic process
AT3G45300,GO:0010230,alternative respiration
AT3G45310,GO:0006508,proteolysis
AT3G45310,GO:0009699,phenylpropanoid biosynthetic process
AT3G45310,GO:0030163,protein catabolic process
AT3G45310,GO:0033494,ferulate metabolic process
AT3G45310,GO:0042189,vanillin biosynthetic process
AT3G45320,GO:0008150,biological_process
AT3G45330,GO:0002229,defense response to oomycetes
AT3G45330,GO:0006952,defense response
AT3G45330,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway
AT3G45330,GO:0042742,defense response to bacterium
AT3G45330,GO:0050832,defense response to fungus
AT3G45330,GO:0051707,response to other organism
AT3G45390,GO:0002229,defense response to oomycetes
AT3G45390,GO:0006952,defense response
AT3G45390,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway
AT3G45390,GO:0042742,defense response to bacterium
AT3G45390,GO:0050832,defense response to fungus
AT3G45390,GO:0051707,response to other organism
AT3G45400,GO:0009101,glycoprotein biosynthetic process
AT3G45410,GO:0002229,defense response to oomycetes
AT3G45410,GO:0006952,defense response
AT3G45410,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway
AT3G45410,GO:0042742,defense response to bacterium
AT3G45410,GO:0046777,protein autophosphorylation
AT3G45410,GO:0050832,defense response to fungus
AT3G45410,GO:0051707,response to other organism
AT3G45410,GO:0071369,cellular response to ethylene stimulus
AT3G45410,GO:0071472,cellular response to salt stress
AT3G45420,GO:0002229,defense response to oomycetes
AT3G45420,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway
AT3G45420,GO:0042742,defense response to bacterium
AT3G45430,GO:0002229,defense response to oomycetes
AT3G45430,GO:0006468,protein phosphorylation
AT3G45430,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway
AT3G45430,GO:0035589,G protein-coupled purinergic nucleotide receptor signaling pathway
AT3G45430,GO:0042742,defense response to bacterium
AT3G45430,GO:0140426,pathogen-associated molecular pattern receptor signaling pathway
AT3G45440,GO:0002229,defense response to oomycetes
AT3G45440,GO:0007178,cell surface receptor protein serine/threonine kinase signaling pathway
AT3G45440,GO:0042742,defense response to bacterium
AT3G45443,GO:0008150,biological_process
AT3G45450,GO:0008150,biological_process
AT3G45460,GO:0016567,protein ubiquitination
AT3G45470,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45470,GO:0016567,protein ubiquitination
AT3G45480,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45480,GO:0016567,protein ubiquitination
AT3G45490,GO:0008150,biological_process
AT3G45500,GO:0008150,biological_process
AT3G45510,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45510,GO:0016567,protein ubiquitination
AT3G45525,GO:0008150,biological_process
AT3G45530,,
AT3G45540,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45540,GO:0016567,protein ubiquitination
AT3G45555,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45555,GO:0016567,protein ubiquitination
AT3G45560,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45560,GO:0016567,protein ubiquitination
AT3G45570,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45570,GO:0016567,protein ubiquitination
AT3G45577,GO:0000379,tRNA-type intron splice site recognition and cleavage
AT3G45577,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
AT3G45577,GO:0008033,tRNA processing
AT3G45580,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45580,GO:0016567,protein ubiquitination
AT3G45590,GO:0000379,tRNA-type intron splice site recognition and cleavage
AT3G45590,GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation"
AT3G45590,GO:0008033,tRNA processing
AT3G45600,GO:0009734,auxin-activated signaling pathway
AT3G45610,GO:0006355,regulation of DNA-templated transcription
AT3G45610,GO:0090057,root radial pattern formation
AT3G45620,,
AT3G45630,GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening
AT3G45630,GO:0006511,ubiquitin-dependent protein catabolic process
AT3G45630,GO:0031087,deadenylation-independent decapping of nuclear-transcribed mRNA
AT3G45638,GO:0008150,biological_process
AT3G45640,GO:0000165,MAPK cascade
AT3G45640,GO:0006468,protein phosphorylation
AT3G45640,GO:0006970,response to osmotic stress
AT3G45640,GO:0006979,response to oxidative stress
AT3G45640,GO:0007165,signal transduction
AT3G45640,GO:0009409,response to cold
AT3G45640,GO:0009555,pollen development
AT3G45640,GO:0009611,response to wounding
AT3G45640,GO:0009617,response to bacterium
AT3G45640,GO:0009738,abscisic acid-activated signaling pathway
AT3G45640,GO:0009875,pollen-pistil interaction
AT3G45640,GO:0010120,camalexin biosynthetic process
AT3G45640,GO:0010183,pollen tube guidance
AT3G45640,GO:0010200,response to chitin
AT3G45640,GO:0010224,response to UV-B
AT3G45640,GO:0010229,inflorescence development
AT3G45640,GO:0035556,intracellular signal transduction
AT3G45640,GO:0048481,plant ovule development
AT3G45640,GO:0050826,response to freezing
AT3G45640,GO:0080136,priming of cellular response to stress
AT3G45640,GO:0160109,plant gross anatomical part developmental process
AT3G45640,GO:1902065,response to L-glutamate
AT3G45645,GO:0008150,biological_process
AT3G45650,GO:0010447,response to acidic pH
AT3G45650,GO:0015706,nitrate transmembrane transport
AT3G45650,GO:0055085,transmembrane transport
AT3G45660,GO:0055085,transmembrane transport
AT3G45670,GO:0007165,signal transduction
AT3G45673,GO:0008150,biological_process
AT3G45680,GO:0006857,oligopeptide transport
AT3G45680,GO:0009624,response to nematode
AT3G45680,GO:0015706,nitrate transmembrane transport
AT3G45680,GO:0055085,transmembrane transport
AT3G45680,GO:0071472,cellular response to salt stress
AT3G45690,GO:0006857,oligopeptide transport
AT3G45690,GO:0055085,transmembrane transport
AT3G45700,GO:0006857,oligopeptide transport
AT3G45700,GO:0055085,transmembrane transport
AT3G45700,GO:1902476,chloride transmembrane transport
AT3G45710,GO:0006821,chloride transport
AT3G45710,GO:0006857,oligopeptide transport
AT3G45710,GO:0055085,transmembrane transport
AT3G45710,GO:1902075,cellular response to salt
AT3G45710,GO:1902476,chloride transmembrane transport
AT3G45720,GO:0055085,transmembrane transport
AT3G45730,,
AT3G45740,GO:0046474,glycerophospholipid biosynthetic process
AT3G45750,,
AT3G45760,GO:1990074,polyuridylation-dependent mRNA catabolic process
AT3G45770,GO:0006631,fatty acid metabolic process
AT3G45770,GO:0006633,fatty acid biosynthetic process
AT3G45780,GO:0007623,circadian rhythm
AT3G45780,GO:0009637,response to blue light
AT3G45780,GO:0009638,phototropism
AT3G45780,GO:0009639,response to red or far red light
AT3G45780,GO:0009785,blue light signaling pathway
AT3G45780,GO:0009902,chloroplast relocation
AT3G45780,GO:0009903,chloroplast avoidance movement
AT3G45780,GO:0009904,chloroplast accumulation movement
AT3G45780,GO:0010119,regulation of stomatal movement
AT3G45780,GO:0010155,regulation of proton transport
AT3G45780,GO:0046777,protein autophosphorylation
