Gene,Flight_Mean,Ground_Mean,Effect,P_Value,Adjusted_P_Value,Significant,-log10_p
AT5G10350,10.045866203548067,10.281928646433572,-0.2360624428855047,0.3494939424303176,0.6341005355421211,False,0.1978418800209082
AT1G17140,7.076711661523895,7.366376210026923,-0.28966454850302803,0.34942649530348224,0.6341005355421211,False,0.1978418800209082
AT4G35170,0.18597943785503396,0.34804068269900046,-0.1620612448439665,0.3495413209324082,0.6341005355421211,False,0.1978418800209082
AT5G23411,1.2710907445630144,1.858444185463743,-0.5873534409007286,0.34953757297004207,0.6341005355421211,False,0.1978418800209082
AT2G39820,2.03927454134989,2.4582746870401206,-0.4190001456902306,0.3495058512380562,0.6341005355421211,False,0.1978418800209082
AT2G26870,4.586940951156203,4.259632150424873,0.3273088007313296,0.3495358044116822,0.6341005355421211,False,0.1978418800209082
AT2G25290,5.64038186546924,5.88660020754305,-0.24621834207381,0.3494450576768545,0.6341005355421211,False,0.1978418800209082
AT3G42150,8.96803720584385,9.194552969717495,-0.22651576387364614,0.34949932935641015,0.6341005355421211,False,0.1978418800209082
AT5G47240,7.137120641125813,7.538618781766232,-0.40149814064041855,0.34963753340728976,0.634239462515082,False,0.19774673957264013
AT2G02370,7.471014338454674,7.792393610418073,-0.32137927196339877,0.3496676490298195,0.6342584815014843,False,0.1977337165466502
AT1G04985,8.403322870397355,8.66770676476041,-0.2643838943630552,0.3499871807194054,0.6343819026896571,False,0.19764921483629885
AT5G60910,2.5270203360036994,2.1998545677144152,0.3271657682892841,0.3497861446498207,0.6343819026896571,False,0.19764921483629885
AT3G49050,8.179624249799074,8.495825893580626,-0.316201643781552,0.34994860799917804,0.6343819026896571,False,0.19764921483629885
AT2G42530,1.3208179267869953,0.8689043487971941,0.45191357798980114,0.34987651960847066,0.6343819026896571,False,0.19764921483629885
AT1G03055,2.294129603105263,2.7806959443265753,-0.48656634122131237,0.3499466285232302,0.6343819026896571,False,0.19764921483629885
AT1G07745,6.430821023071713,6.691914324997941,-0.2610933019262278,0.34992084717813665,0.6343819026896571,False,0.19764921483629885
AT5G14780,7.364483853124206,7.008757604642479,0.3557262484817265,0.3498191483584179,0.6343819026896571,False,0.19764921483629885
AT3G03920,11.071175418832427,11.30624005808773,-0.2350646392553024,0.3498022896208427,0.6343819026896571,False,0.19764921483629885
AT4G02520,11.540147124053963,11.213986700423096,0.32616042363086706,0.3498886148656971,0.6343819026896571,False,0.19764921483629885
AT2G38210,4.661519406339092,4.938295568197887,-0.2767761618587947,0.34998976103735646,0.6343819026896571,False,0.19764921483629885
AT5G40200,8.57575367445232,8.83927482355152,-0.26352114909919955,0.3497889809585083,0.6343819026896571,False,0.19764921483629885
AT3G04490,7.0067572326452705,7.241617905035907,-0.2348606723906368,0.34998978416132354,0.6343819026896571,False,0.19764921483629885
AT1G72750,10.607607955262294,10.85032342461447,-0.24271546935217536,0.34999094417788035,0.6343819026896571,False,0.19764921483629885
AT1G29680,0.9378896715350347,0.3882125377412856,0.549677133793749,0.35011089741976464,0.6344244723639073,False,0.19762007284112335
AT5G02940,4.452041860372761,4.77711945678575,-0.3250775964129886,0.350142114574331,0.6344244723639073,False,0.19762007284112335
AT5G52570,2.65589492624894,2.2732029891596364,0.3826919370893038,0.3501117162810178,0.6344244723639073,False,0.19762007284112335
AT2G34840,7.8366994599996715,8.132143184163283,-0.2954437241636114,0.35015736638121076,0.6344244723639073,False,0.19762007284112335
AT3G19690,0.46498821041379307,0.7580300430170253,-0.2930418326032322,0.35017151925672596,0.6344244723639073,False,0.19762007284112335
AT5G02330,3.3576361188333164,3.898654808248442,-0.5410186894151257,0.35011879045272065,0.6344244723639073,False,0.19762007284112335
AT3G25620,1.897679302225497,2.3804929001728588,-0.4828135979473618,0.3501650023496917,0.6344244723639073,False,0.19762007284112335
AT3G49045,0.47336818553965027,0.24555769459820279,0.22781049094144748,0.35004795470509054,0.6344244723639073,False,0.19762007284112335
AT4G02880,6.800481569320015,7.063354305573439,-0.2628727362534242,0.35020699860439164,0.6344531747173539,False,0.19760042512528525
AT1G22940,6.608906895953245,6.893368178649904,-0.28446128269665927,0.35026870262794874,0.6344938054051579,False,0.19757261358738545
AT2G25800,7.874955847535311,8.163174432558241,-0.2882185850229302,0.3502541436994029,0.6344938054051579,False,0.19757261358738545
AT5G43290,1.12640034139627,1.5732490411065576,-0.4468486997102876,0.35033461689597145,0.6344949043173149,False,0.19757186141129082
AT2G08430,0.6024137745198149,0.8965611103526938,-0.2941473358328789,0.35033825576883315,0.6344949043173149,False,0.19757186141129082
AT5G57610,6.019757851379243,6.309892775885435,-0.2901349245061917,0.35035446216119603,0.6344949043173149,False,0.19757186141129082
AT2G42160,7.601680061219652,7.868711888598093,-0.26703182737844156,0.3504064895304033,0.6344949043173149,False,0.19757186141129082
AT3G19970,6.414034557657049,6.6862256672685385,-0.27219110961148907,0.35037869670416677,0.6344949043173149,False,0.19757186141129082
AT1G47820,8.854545358256262,9.116676106753205,-0.2621307484969435,0.3504067776079065,0.6344949043173149,False,0.19757186141129082
AT4G18905,8.608738128674238,8.870451298908778,-0.26171317023453966,0.35038775594596716,0.6344949043173149,False,0.19757186141129082
AT1G63870,0.9573974741141618,1.3634014932037652,-0.4060040190896035,0.3504954160709228,0.6345842755861836,False,0.197510693519501
AT2G40720,4.803188981306225,4.313153226332227,0.49003575497399776,0.3504861093698314,0.6345842755861836,False,0.197510693519501
AT5G22820,6.219221526190393,6.492964920847402,-0.2737433946570089,0.3505589828257589,0.6346638000738231,False,0.1974562722493561
AT2G21510,2.6028392008624484,3.02014277779205,-0.41730357692960185,0.3506042412759043,0.6347101715348905,False,0.1974245418529264
AT3G10520,8.34100360026586,8.604741835633675,-0.26373823536781416,0.3506355574250849,0.6347312990165322,False,0.1974100858123649
AT2G12190,1.1453405536009882,0.7789717339622523,0.3663688196387359,0.35073335175575016,0.6348727582428445,False,0.19731330766912464
AT5G57735,0.2532097507577387,0.4357787159575285,-0.18256896519978977,0.35080453707416037,0.6349099759604838,False,0.197287849062752
AT4G15540,7.496142013539344,7.767598959725352,-0.27145694618600835,0.3507808814025788,0.6349099759604838,False,0.197287849062752
AT1G64455,0.8045900672733561,0.4704903817566388,0.3340996855167173,0.3508128661006703,0.6349099759604838,False,0.197287849062752
AT1G06143,5.330574127618176,5.583402253396124,-0.2528281257779481,0.35084561916614765,0.6349336867551147,False,0.1972716305823622
AT3G13670,8.95362412292304,9.196296143711976,-0.24267202078893568,0.3508706383026967,0.6349433994019171,False,0.19726498718520666
AT4G32590,7.868937146967727,8.1303347316242,-0.261397584656474,0.3509804156415087,0.6349997899519266,False,0.1972264183658736
AT2G25920,7.376630047064183,7.633301347540546,-0.2566713004763628,0.35095205773522775,0.6349997899519266,False,0.1972264183658736
AT3G44670,5.475771638828536,5.928655395088332,-0.45288375625979604,0.35097069129654723,0.6349997899519266,False,0.1972264183658736
AT2G19770,1.9116262476652808,2.347167462967339,-0.43554121530205814,0.3509522808180756,0.6349997899519266,False,0.1972264183658736
AT1G11460,5.822925300175916,6.164534111397917,-0.3416088112220015,0.35104055523053157,0.6350113149149222,False,0.19721853618623897
AT1G24000,2.2744053720732453,2.6548341966110987,-0.3804288245378533,0.3510457487293146,0.6350113149149222,False,0.19721853618623897
ATCG01010,8.79215883843048,9.202656478737012,-0.4104976403065326,0.3510296739338563,0.6350113149149222,False,0.19721853618623897
AT4G17660,1.7110154221866178,2.2114693056611276,-0.5004538834745098,0.35114562955625317,0.6351564295897987,False,0.19711930125748425
AT5G05090,5.715192611598318,5.96829118714217,-0.2530985755438522,0.35118561392395276,0.6351931926478749,False,0.19709416488087525
AT5G02675,3.4389219477212647,3.7403242577395535,-0.30140231001828877,0.3512099644774991,0.6352016761253648,False,0.197088364593812
AT2G11215,5.449927924609001,5.817564829841281,-0.3676369052322803,0.35126730279668195,0.6352480278522853,False,0.19705667455653755
AT3G01250,1.4985745759556113,1.7458719791848982,-0.24729740322928695,0.3512749161412897,0.6352480278522853,False,0.19705667455653755
AT1G20000,0.12465905217687437,0.34832293024716576,-0.2236638780702914,0.35143140452635846,0.6354954524454086,False,0.19688755287540427
AT4G03930,0.8554042493683378,1.223775229452692,-0.3683709800843542,0.3514522654664769,0.6354976071723977,False,0.1968860803480222
AT1G73110,4.898524426216038,5.190518389894095,-0.2919939636780571,0.35154232572953137,0.6355775065904862,False,0.19683148109412588
AT2G08825,5.973445626861662,5.4846191153888215,0.4888265114728405,0.35155546814443583,0.6355775065904862,False,0.19683148109412588
AT2G37920,5.437410665946289,5.749303767076495,-0.31189310113020596,0.35152318896790935,0.6355775065904862,False,0.19683148109412588
AT3G49430,9.07141727870251,9.299030833900582,-0.22761355519807225,0.3516098107994061,0.635640184485117,False,0.19678865496924003
AT3G15030,6.368528800302133,6.697319050905829,-0.3287902506036957,0.3516736874051829,0.6356489603565904,False,0.1967826589885927
AT3G16630,8.798436500990645,9.014581391962048,-0.21614489097140321,0.35164187458379303,0.6356489603565904,False,0.1967826589885927
AT2G33260,4.071888147551646,3.658967967829539,0.41292017972210715,0.35166210827568123,0.6356489603565904,False,0.1967826589885927
